Date,Open,High,Low,Close,Adj Close,Volume
2023-05-15,280.0,286.8800048828125,276.0,282.5,282.5,650700
2023-05-16,277.5,283.0,272.3699951171875,273.44000244140625,273.44000244140625,464100
2023-05-17,271.489990234375,291.04998779296875,269.260009765625,290.57000732421875,290.57000732421875,611300
2023-05-18,289.0,297.2099914550781,280.010009765625,287.5799865722656,287.5799865722656,669600
2023-05-19,290.8999938964844,291.9599914550781,282.5799865722656,288.2799987792969,288.2799987792969,371900
2023-05-22,287.7799987792969,297.05999755859375,286.0199890136719,294.1199951171875,294.1199951171875,591000
2023-05-23,299.19000244140625,301.20001220703125,288.260009765625,289.3299865722656,289.3299865722656,643300
2023-05-24,282.0,286.95001220703125,276.6300048828125,284.42999267578125,284.42999267578125,806400
2023-05-25,287.9100036621094,288.8399963378906,272.8500061035156,280.989990234375,280.989990234375,878300
2023-05-26,279.79998779296875,294.8900146484375,279.20001220703125,285.1000061035156,285.1000061035156,655000
2023-05-30,300.1000061035156,313.6400146484375,296.75,299.2699890136719,299.2699890136719,946600
2023-05-31,294.010009765625,302.7699890136719,289.0,301.6300048828125,301.6300048828125,623400
2023-06-01,298.5,307.7300109863281,295.6400146484375,299.94000244140625,299.94000244140625,548900
2023-06-02,305.2699890136719,306.0,290.6400146484375,302.1300048828125,302.1300048828125,725600
2023-06-05,294.4700012207031,296.9599914550781,271.20001220703125,276.3599853515625,276.3599853515625,1404000
2023-06-06,270.0,304.57000732421875,266.54998779296875,298.82000732421875,298.82000732421875,1877900
2023-06-07,298.82000732421875,302.2699890136719,288.0,290.80999755859375,290.80999755859375,675500
2023-06-08,289.69000244140625,297.239990234375,283.57000732421875,290.92999267578125,290.92999267578125,484600
2023-06-09,293.5,295.760009765625,280.510009765625,282.3299865722656,282.3299865722656,567300
2023-06-12,279.1300048828125,281.6600036621094,275.0,277.70001220703125,277.70001220703125,369500
2023-06-13,284.29998779296875,284.8800048828125,274.95001220703125,283.82000732421875,283.82000732421875,443600
2023-06-14,284.1099853515625,286.1499938964844,276.7300109863281,282.8800048828125,282.8800048828125,399700
2023-06-15,274.1499938964844,281.3800048828125,266.0,277.9200134277344,277.9200134277344,785700
2023-06-16,284.989990234375,298.0,280.9599914550781,293.3900146484375,293.3900146484375,1422600
2023-06-20,300.0,315.17999267578125,289.69000244140625,313.3999938964844,313.3999938964844,1889900
2023-06-21,324.0,338.0,320.30999755859375,331.30999755859375,331.30999755859375,1927000
