Date,Open,High,Low,Close,Adj Close,Volume
2024-01-11,41.9900016784668,50.70000076293945,40.2599983215332,40.880001068115234,40.880001068115234,16805200
2024-01-12,40.7400016784668,40.810001373291016,37.95000076293945,38.349998474121094,38.349998474121094,11359300
2024-01-16,37.900001525878906,38.13999938964844,36.90999984741211,38.099998474121094,38.099998474121094,8479200
2024-01-17,37.45000076293945,37.689998626708984,37.029998779296875,37.400001525878906,37.400001525878906,7913000
2024-01-18,37.400001525878906,37.52000045776367,35.599998474121094,35.7599983215332,35.7599983215332,10271800
2024-01-19,36.08000183105469,36.915000915527344,35.284000396728516,36.4900016784668,36.4900016784668,13809200
2024-01-22,35.61000061035156,35.77000045776367,34.4900016784668,35.18000030517578,35.18000030517578,11640300
2024-01-23,33.95000076293945,34.685001373291016,33.77000045776367,34.34000015258789,34.34000015258789,10426500
2024-01-24,35.0,35.20000076293945,34.58000183105469,34.599998474121094,34.599998474121094,7558400
2024-01-25,35.04999923706055,35.099998474121094,34.61000061035156,34.810001373291016,34.810001373291016,6420800
2024-01-26,36.04999923706055,36.96500015258789,35.9900016784668,36.75,36.75,9170600
2024-01-29,36.779998779296875,37.935001373291016,36.599998474121094,37.81999969482422,37.81999969482422,8468300
2024-01-30,38.029998779296875,38.29999923706055,37.85499954223633,38.130001068115234,38.130001068115234,7622200
2024-01-31,37.380001068115234,38.310001373291016,37.185001373291016,37.2400016784668,37.2400016784668,6036500
2024-02-01,37.08000183105469,37.880001068115234,37.060001373291016,37.65999984741211,37.65999984741211,4569500
2024-02-02,37.38999938964844,38.060001373291016,37.369998931884766,37.58000183105469,37.58000183105469,4965100
2024-02-05,37.95000076293945,37.97999954223633,37.0099983215332,37.06999969482422,37.06999969482422,3112800
2024-02-06,37.540000915527344,37.98500061035156,37.5,37.72999954223633,37.72999954223633,3485900
2024-02-07,37.77000045776367,38.76499938964844,37.54999923706055,38.65999984741211,38.65999984741211,5326400
2024-02-08,39.45000076293945,39.970001220703125,39.279998779296875,39.880001068115234,39.880001068115234,6192800
2024-02-09,41.150001525878906,42.25,40.9900016784668,41.63999938964844,41.63999938964844,9931400
2024-02-12,42.209999084472656,44.18000030517578,42.18000030517578,44.02000045776367,44.02000045776367,10984400
2024-02-13,42.939998626708984,43.369998931884766,42.34000015258789,43.290000915527344,43.290000915527344,7508000
2024-02-14,45.29999923706055,45.65999984741211,44.880001068115234,45.31999969482422,45.31999969482422,10127000
2024-02-15,45.9900016784668,46.30500030517578,45.220001220703125,45.31999969482422,45.31999969482422,8284400
2024-02-16,45.77000045776367,45.96500015258789,45.22999954223633,45.43000030517578,45.43000030517578,5270700
2024-02-20,45.810001373291016,45.86000061035156,44.43000030517578,45.52000045776367,45.52000045776367,7629400
2024-02-21,44.599998474121094,45.029998779296875,44.35499954223633,44.619998931884766,44.619998931884766,7084100
2024-02-22,44.7400016784668,45.599998474121094,44.67499923706055,45.560001373291016,45.560001373291016,5628000
2024-02-23,44.849998474121094,44.939998626708984,44.31999969482422,44.75,44.75,5043800
2024-02-26,45.0,48.150001525878906,44.97999954223633,47.720001220703125,47.720001220703125,12383100
2024-02-27,49.86000061035156,50.47999954223633,49.279998779296875,49.93000030517578,49.93000030517578,11636500
2024-02-28,52.720001220703125,56.36000061035156,51.720001220703125,52.84000015258789,52.84000015258789,27106800
2024-02-29,55.47999954223633,55.7599983215332,52.849998474121094,54.33000183105469,54.33000183105469,18719000
2024-03-01,54.68000030517578,55.459999084472656,53.56999969482422,55.189998626708984,55.189998626708984,14596900
2024-03-04,57.34000015258789,59.584999084472656,57.29999923706055,59.27000045776367,59.27000045776367,18891300
2024-03-05,59.31999969482422,60.83000183105469,52.130001068115234,54.18000030517578,54.18000030517578,37918500
2024-03-06,58.54999923706055,59.20000076293945,57.209999084472656,58.630001068115234,58.630001068115234,19354800
2024-03-07,59.02000045776367,59.720001220703125,58.400001525878906,59.25,59.25,19018400
2024-03-08,59.689998626708984,61.63999938964844,57.90999984741211,60.72999954223633,60.72999954223633,27887800
2024-03-11,63.380001068115234,63.869998931884766,62.47999954223633,63.09000015258789,63.09000015258789,22552500
2024-03-12,63.33000183105469,64.08000183105469,60.119998931884766,62.5,62.5,26079300
2024-03-13,63.7400016784668,64.41999816894531,62.779998779296875,64.4000015258789,64.4000015258789,16266200
2024-03-14,63.59000015258789,63.67100143432617,59.849998474121094,60.630001068115234,60.630001068115234,20022200
2024-03-15,59.34000015258789,61.849998474121094,59.0099983215332,60.47999954223633,60.47999954223633,19648000
2024-03-18,59.43000030517578,60.0,58.209999084472656,58.529998779296875,58.529998779296875,10788900
2024-03-19,55.81999969482422,57.58000183105469,54.439998626708984,56.349998474121094,56.349998474121094,17171600
2024-03-20,55.5099983215332,57.810001373291016,54.31999969482422,57.59000015258789,57.59000015258789,18122400
2024-03-21,59.189998626708984,59.22999954223633,56.7599983215332,57.04999923706055,57.04999923706055,12246800
2024-03-22,56.18000030517578,56.290000915527344,54.79999923706055,55.90999984741211,55.90999984741211,9232000
2024-03-25,58.59000015258789,62.279998779296875,58.58000183105469,62.20000076293945,62.20000076293945,20329900
2024-03-26,62.060001373291016,62.13999938964844,60.65999984741211,60.79999923706055,60.79999923706055,9752400
2024-03-27,62.7400016784668,62.82699966430664,59.880001068115234,60.040000915527344,60.040000915527344,9846300
2024-03-28,62.25,62.810001373291016,61.709999084472656,62.060001373291016,62.060001373291016,10605800
2024-04-01,61.34000015258789,61.400001525878906,59.58000183105469,61.029998779296875,61.029998779296875,9116300
2024-04-02,56.810001373291016,58.04999923706055,56.459999084472656,57.65999984741211,57.65999984741211,11730500
2024-04-03,57.56999969482422,58.59000015258789,57.334999084472656,57.59000015258789,57.59000015258789,8566200
2024-04-04,58.900001525878906,60.7400016784668,58.75,59.93000030517578,59.93000030517578,9555500
2024-04-05,58.58000183105469,60.04999923706055,58.46500015258789,58.939998626708984,58.939998626708984,7142400
2024-04-08,63.16999816894531,63.209999084472656,62.310001373291016,62.83000183105469,62.83000183105469,7785200
2024-04-09,61.869998931884766,62.11000061035156,59.68000030517578,60.310001373291016,60.310001373291016,8102600
2024-04-10,59.220001220703125,61.34000015258789,59.02000045776367,61.33000183105469,61.33000183105469,9814500
2024-04-11,61.91999816894531,62.060001373291016,60.849998474121094,61.689998626708984,61.689998626708984,7879000
2024-04-12,61.40999984741211,61.52000045776367,57.0099983215332,58.5099983215332,58.5099983215332,13379700
2024-04-15,57.97999954223633,58.22999954223633,54.52000045776367,55.36000061035156,55.36000061035156,10387300
2024-04-16,55.31999969482422,55.43000030517578,53.974998474121094,54.88999938964844,54.88999938964844,7728000
2024-04-17,54.59000015258789,55.099998474121094,52.15999984741211,53.29999923706055,53.29999923706055,9862700
2024-04-18,54.630001068115234,56.16999816894531,54.130001068115234,55.59000015258789,55.59000015258789,8162300
2024-04-19,56.720001220703125,57.01499938964844,55.619998931884766,56.31999969482422,56.31999969482422,5927200
2024-04-22,57.86000061035156,58.529998779296875,57.470001220703125,58.22999954223633,58.22999954223633,6580400
2024-04-23,57.88999938964844,58.77000045776367,57.83000183105469,58.189998626708984,58.189998626708984,4001300
2024-04-24,57.779998779296875,58.029998779296875,55.70000076293945,55.900001525878906,55.900001525878906,8738500
2024-04-25,55.209999084472656,56.779998779296875,54.95000076293945,56.61000061035156,56.61000061035156,5595300
2024-04-26,55.79999923706055,56.66999816894531,55.34000015258789,55.75,55.75,5531400
2024-04-29,54.66999816894531,55.27000045776367,53.959999084472656,55.08000183105469,55.08000183105469,4100300
2024-04-30,53.4900016784668,53.7599983215332,51.52000045776367,51.68000030517578,51.68000030517578,9484200
2024-05-01,50.43000030517578,51.91999816894531,49.43000030517578,49.720001220703125,49.720001220703125,10785800
2024-05-02,51.36000061035156,52.150001525878906,50.91999816894531,51.93000030517578,51.93000030517578,6578200
2024-05-03,53.54999923706055,54.5,53.5099983215332,54.380001068115234,54.380001068115234,6741600
2024-05-06,55.63999938964844,56.209999084472656,54.86000061035156,55.290000915527344,55.290000915527344,5373100
2024-05-07,55.61000061035156,56.310001373291016,54.93000030517578,55.15999984741211,55.15999984741211,3769500
2024-05-08,54.2599983215332,54.959999084472656,54.0,54.36000061035156,54.36000061035156,3043900
2024-05-09,53.689998626708984,54.880001068115234,53.209999084472656,54.65999984741211,54.65999984741211,4555800
2024-05-10,55.0,55.25,52.61000061035156,53.04999923706055,53.04999923706055,7052500
2024-05-13,54.95000076293945,55.55500030517578,54.72999954223633,55.2599983215332,55.2599983215332,4618300
2024-05-14,54.22999954223633,54.47999954223633,53.43000030517578,53.86000061035156,53.86000061035156,3528300
