Date,Price,Pct_Change
2024-01-12,38.34999847412109,-6.188851584858323
2024-01-16,38.09999847412109,-0.6518905083365278
2024-01-17,37.400001525878906,-1.8372624049254105
2024-01-18,35.7599983215332,-4.385035126832559
2024-01-19,36.4900016784668,2.0413965078237117
2024-01-22,35.18000030517578,-3.5900282626297186
2024-01-23,34.34000015258789,-2.387720708644525
2024-01-24,34.599998474121094,0.7571296458296795
2024-01-25,34.810001373291016,0.6069448220553886
2024-01-26,36.75,5.573107009979905
2024-01-29,37.81999969482422,2.911563795440042
2024-01-30,38.130001068115234,0.8196757688854195
2024-01-31,37.2400016784668,-2.334118449298095
2024-02-01,37.65999984741211,1.1278145811367324
2024-02-02,37.58000183105469,-0.21242171184692182
2024-02-05,37.06999969482422,-1.357110461365174
2024-02-06,37.72999954223633,1.7804150333032176
2024-02-07,38.65999984741211,2.46488289546547
2024-02-08,39.880001068115234,3.1557196728359216
2024-02-09,41.63999938964844,4.413235392163406
2024-02-12,44.02000045776367,5.7156606700308865
2024-02-13,43.290000915527344,-1.6583360623468102
2024-02-14,45.31999969482422,4.689301770304999
2024-02-15,45.31999969482422,0.0
2024-02-16,45.43000030517578,0.24271979499621565
2024-02-20,45.52000045776367,0.1981073123119348
2024-02-21,44.619998931884766,-1.9771562320478941
2024-02-22,45.560001373291016,2.1066841414344895
2024-02-23,44.75,-1.7778782898937084
2024-02-26,47.720001220703125,6.63687423620809
2024-02-27,49.93000030517578,4.6311798573757335
2024-02-28,52.84000015258789,5.828159081966722
2024-02-29,54.33000183105469,2.8198366278653797
2024-03-01,55.18999862670898,1.5829132462180873
2024-03-04,59.27000045776367,7.392647096534244
2024-03-05,54.18000030517578,-8.58781864902307
2024-03-06,58.630001068115234,8.213364226419806
2024-03-07,59.25,1.057477265204998
2024-03-08,60.72999954223633,2.4978895227617315
2024-03-11,63.09000015258789,3.8860540558875556
2024-03-12,62.5,-0.935172216137159
2024-03-13,64.4000015258789,3.040002441406253
2024-03-14,60.630001068115234,-5.8540378391896635
2024-03-15,60.47999954223633,-0.2474047884485242
2024-03-18,58.52999877929688,-3.22420763508382
2024-03-19,56.34999847412109,-3.724586281636655
2024-03-20,57.59000015258789,2.2005354251008136
2024-03-21,57.04999923706055,-0.9376643759273828
2024-03-22,55.90999984741211,-1.9982461084905312
2024-03-25,62.20000076293945,11.250225241806167
2024-03-26,60.79999923706055,-2.250806284094242
2024-03-27,60.040000915527344,-1.2499972550492178
2024-03-28,62.060001373291016,3.3644244286499703
2024-04-01,61.02999877929688,-1.6596883196934975
2024-04-02,57.65999984741211,-5.521872848255693
2024-04-03,57.59000015258789,-0.12140078912498131
2024-04-04,59.93000030517578,4.063205671797077
2024-04-05,58.93999862670898,-1.6519300407567439
2024-04-08,62.83000183105469,6.599937724774452
2024-04-09,60.310001373291016,-4.010823467011459
2024-04-10,61.33000183105469,1.6912625344680965
2024-04-11,61.68999862670898,0.5869831809983905
2024-04-12,58.5099983215332,-5.1548068989565206
2024-04-15,55.36000061035156,-5.383691337455332
2024-04-16,54.88999938964844,-0.8489906349734455
2024-04-17,53.29999923706055,-2.896702806099405
2024-04-18,55.59000015258789,4.296437051231816
2024-04-19,56.31999969482422,1.3131849977200405
2024-04-22,58.22999954223633,3.391334974718818
2024-04-23,58.18999862670898,-0.0686946863160065
2024-04-24,55.900001525878906,-3.9353791972405627
2024-04-25,56.61000061035156,1.270123551148683
2024-04-26,55.75,-1.519167286838552
2024-04-29,55.08000183105469,-1.2017904375700716
2024-04-30,51.68000030517578,-6.172842071261419
2024-05-01,49.720001220703125,-3.7925678655159833
2024-05-02,51.93000030517578,4.444889441298772
2024-05-03,54.380001068115234,4.717890908033118
2024-05-06,55.290000915527344,1.6734090282055414
2024-05-07,55.15999984741211,-0.23512582015300376
2024-05-08,54.36000061035156,-1.450324944295811
2024-05-09,54.65999984741211,0.55187497000031
2024-05-10,53.04999923706055,-2.9454822810940584
2024-05-13,55.2599983215332,4.165879578239018
2024-05-14,53.86000061035156,-2.5334740385543952
