Date,Price,Pct_Change
2023-05-16,9.470000267028809,-0.525212062296565
2023-05-17,10.25,8.236533378851885
2023-05-18,11.739999771118164,14.536583132860148
2023-05-19,11.710000038146973,-0.2555343573770297
2023-05-22,11.84000015258789,1.1101632281590446
2023-05-23,12.640000343322754,6.756758280615438
2023-05-24,12.229999542236328,-3.243677135681522
2023-05-25,12.84000015258789,4.987740254976503
2023-05-26,13.649999618530272,6.308406980658221
2023-05-30,14.710000038146973,7.765571056703324
2023-05-31,14.710000038146973,0.0
2023-06-01,14.539999961853027,-1.1556769262616506
2023-06-02,14.520000457763672,-0.13754817153938115
2023-06-05,15.239999771118164,4.958672800657649
2023-06-06,15.460000038146973,1.4435713276435669
2023-06-07,14.6899995803833,-4.980598032753713
2023-06-08,15.1899995803833,3.4036760672729205
2023-06-09,15.020000457763672,-1.1191515952322262
2023-06-12,15.649999618530272,4.194401741452403
2023-06-13,16.0,2.2364242172588478
2023-06-14,15.90999984741211,-0.5625009536743164
2023-06-15,16.600000381469727,4.336898432905079
2023-06-16,16.299999237060547,-1.8072357681633844
2023-06-20,15.789999961853027,-3.1288300556969184
2023-06-21,14.640000343322754,-7.28308816534865
2023-06-22,14.050000190734863,-4.030055592566894
2023-06-23,14.029999732971191,-0.1423520106203391
2023-06-26,13.9399995803833,-0.6414836372119481
2023-06-27,14.609999656677246,4.80631346099023
2023-06-28,15.279999732971191,4.585900698414691
2023-06-29,15.199999809265137,-0.5235597192677299
2023-06-30,15.329999923706056,0.8552639215276825
2023-07-03,15.520000457763672,1.2394033594468779
2023-07-05,15.699999809265137,1.159789601754957
2023-07-06,15.130000114440918,-3.6305713487196467
2023-07-07,15.34000015258789,1.3879711603342004
2023-07-10,16.299999237060547,6.2581426005442475
2023-07-11,16.489999771118164,1.1656475027656654
2023-07-12,16.59000015258789,0.6064304600226444
2023-07-13,16.739999771118164,0.9041568242955877
2023-07-14,16.399999618530273,-2.03106426067281
2023-07-17,17.399999618530273,6.097561117441153
2023-07-18,18.07999992370605,3.9080478165735455
2023-07-19,18.049999237060547,-0.16593300205808292
2023-07-20,17.1299991607666,-5.096953546707006
2023-07-21,16.43000030517578,-4.0863916514021215
2023-07-24,16.31999969482422,-0.6695107018160562
2023-07-25,16.549999237060547,1.40931094691914
2023-07-26,16.43000030517578,-0.7250691082574257
2023-07-27,16.149999618530273,-1.704203782377911
2023-07-28,17.809999465942383,10.27863706886687
2023-07-31,19.84000015258789,11.39809515731558
2023-08-01,19.989999771118164,0.7560464585516069
2023-08-02,18.96999931335449,-5.102553624024486
2023-08-03,18.709999084472656,-1.3705863905793425
2023-08-04,18.200000762939453,-2.7258062345735135
2023-08-07,17.989999771118164,-1.153851555044505
2023-08-08,17.040000915527344,-5.280705212214542
2023-08-09,15.25,-10.504699644095927
2023-08-10,15.40999984741211,1.0491793272925154
2023-08-11,15.40999984741211,0.0
2023-08-14,15.720000267028809,2.011683469735792
2023-08-15,15.369999885559082,-2.226465493157903
2023-08-16,15.449999809265137,0.5204939772395001
2023-08-17,14.149999618530272,-8.414240820606834
2023-08-18,14.399999618530272,1.766784499927554
2023-08-21,14.5,0.694447111936336
2023-08-22,14.670000076293944,1.1724143192685776
2023-08-23,15.300000190734863,4.294479285374853
2023-08-24,14.140000343322754,-7.581698254582792
2023-08-25,14.529999732971191,2.758128572695573
2023-08-28,14.640000343322754,0.7570585848116096
2023-08-29,15.399999618530272,5.1912517580926965
2023-08-30,16.329999923706055,6.038963170211686
2023-08-31,14.979999542236328,-8.266995638560582
2023-09-01,15.18000030517578,1.3351186184989317
2023-09-05,15.210000038146973,0.19762669544192146
2023-09-06,15.300000190734863,0.5917169780550235
2023-09-07,15.210000038146973,-0.5882362840909705
2023-09-08,15.130000114440918,-0.5259692538159944
2023-09-11,15.789999961853027,4.362193274421511
2023-09-12,15.59000015258789,-1.266623240964626
2023-09-13,15.600000381469728,0.06414514935189075
2023-09-14,15.829999923706056,1.4743560039237602
2023-09-15,15.329999923706056,-3.1585597120011966
2023-09-18,15.460000038146973,0.8480111877879892
2023-09-19,15.149999618530272,-2.0051773535044393
2023-09-20,14.739999771118164,-2.706269688024465
2023-09-21,14.0,-5.020351306708526
2023-09-22,14.130000114440918,0.9285722460065537
2023-09-25,14.220000267028809,0.6369437498865205
2023-09-26,13.960000038146973,-1.8284122644124379
2023-09-27,14.850000381469728,6.3753606080999115
2023-09-28,15.770000457763672,6.195286549904377
2023-09-29,16.0,1.4584624956247128
2023-10-02,15.880000114440918,-0.7499992847442627
2023-10-03,14.899999618530272,-6.171287713149676
2023-10-04,15.729999542236328,5.57046942923296
2023-10-05,15.8100004196167,0.5085879193166054
2023-10-06,16.610000610351562,5.060089623667818
2023-10-09,17.610000610351562,6.020469375400195
2023-10-10,17.799999237060547,1.078924589004826
2023-10-11,17.920000076293945,0.6741620470609444
2023-10-12,17.940000534057617,0.11160969686674349
2023-10-13,17.360000610351562,-3.232998363656525
2023-10-16,17.360000610351562,0.0
2023-10-17,17.84000015258789,2.7649742244254982
2023-10-18,17.200000762939453,-3.587440494251337
2023-10-19,17.059999465942383,-0.8139609929479152
2023-10-20,16.110000610351562,-5.568574943318982
2023-10-23,16.200000762939453,0.5586601438739791
2023-10-24,16.639999389648438,2.7160407776990025
2023-10-25,15.59000015258789,-6.310091800326267
2023-10-26,15.289999961853027,-1.9243116600294874
2023-10-27,15.06999969482422,-1.4388506708808646
2023-10-30,14.6899995803833,-2.5215668356743937
2023-10-31,14.800000190734863,0.7488128896780522
